Lat,Lon,Intensity
46.43648985342267,14.479723233129079,40.0
46.56055998203409,13.22208183536175,60.0
46.56055998203409,13.581407949009561,60.0
46.56055998203409,13.761071005833463,60.0
46.56055998203409,13.940734062657368,40.0
46.56055998203409,14.120397119481273,40.0
46.56055998203409,14.300060176305175,40.0
46.56055998203409,14.479723233129079,40.0
46.56055998203409,14.659386289952984,40.0
46.684345249758756,12.503429608066135,40.0
46.684345249758756,12.683092664890035,40.0
46.684345249758756,12.862755721713944,40.0
46.684345249758756,13.042418778537847,40.0
46.684345249758756,13.22208183536175,40.0
46.684345249758756,13.401744892185654,40.0
46.684345249758756,13.581407949009561,40.0
46.684345249758756,13.761071005833463,60.0
46.684345249758756,13.940734062657368,60.0
46.684345249758756,14.120397119481273,60.0
46.684345249758756,14.300060176305175,40.0
46.684345249758756,14.479723233129079,40.0
46.684345249758756,14.659386289952984,40.0
46.684345249758756,14.839049346776891,40.0
46.684345249758756,15.018712403600793,60.0
46.684345249758756,15.1983754604247,60.0
46.684345249758756,15.3780385172486,80.0
46.684345249758756,15.557701574072507,80.0
46.80784574279786,10.886462096650996,20.0
46.80784574279786,12.32376655124223,20.0
46.80784574279786,12.503429608066135,20.0
46.80784574279786,12.683092664890035,20.0
46.80784574279786,12.862755721713944,20.0
46.80784574279786,13.042418778537847,40.0
46.80784574279786,13.22208183536175,40.0
46.80784574279786,13.401744892185654,40.0
46.80784574279786,13.581407949009561,40.0
46.80784574279786,13.761071005833463,60.0
46.80784574279786,13.940734062657368,60.0
46.80784574279786,14.120397119481273,60.0
46.80784574279786,14.300060176305175,60.0
46.80784574279786,14.479723233129079,40.0
46.80784574279786,14.659386289952984,60.0
46.80784574279786,14.839049346776891,60.0
46.80784574279786,15.018712403600793,60.0
46.80784574279786,15.1983754604247,80.0
46.80784574279786,15.3780385172486,80.0
46.80784574279786,15.557701574072507,80.0
46.80784574279786,15.73736463089641,80.0
46.80784574279786,15.917027687720315,80.0
46.93106155243991,9.988146812531475,20.0
46.93106155243991,10.16780986935538,20.0
46.93106155243991,10.527135983003186,20.0
46.93106155243991,10.706799039827091,20.0
46.93106155243991,10.886462096650996,20.0
46.93106155243991,11.0661251534749,20.0
46.93106155243991,12.144103494418323,20.0
46.93106155243991,12.32376655124223,20.0
46.93106155243991,12.503429608066135,20.0
46.93106155243991,12.683092664890035,20.0
46.93106155243991,12.862755721713944,20.0
46.93106155243991,13.042418778537847,20.0
46.93106155243991,13.22208183536175,20.0
46.93106155243991,13.401744892185654,20.0
46.93106155243991,13.581407949009561,40.0
46.93106155243991,13.761071005833463,40.0
46.93106155243991,13.940734062657368,60.0
46.93106155243991,14.120397119481273,60.0
46.93106155243991,14.300060176305175,60.0
46.93106155243991,14.479723233129079,60.0
46.93106155243991,14.659386289952984,60.0
46.93106155243991,14.839049346776891,60.0
46.93106155243991,15.018712403600793,60.0
46.93106155243991,15.1983754604247,80.0
46.93106155243991,15.3780385172486,100.0
46.93106155243991,15.557701574072507,100.0
46.93106155243991,15.73736463089641,100.0
46.93106155243991,15.917027687720315,80.0
46.93106155243991,16.09669074454422,80.0
47.053992775021776,9.80848375570757,20.0
47.053992775021776,9.988146812531475,20.0
47.053992775021776,10.16780986935538,20.0
47.053992775021776,10.347472926179282,20.0
47.053992775021776,10.527135983003186,20.0
47.053992775021776,10.706799039827091,20.0
47.053992775021776,10.886462096650996,20.0
47.053992775021776,11.0661251534749,20.0
47.053992775021776,11.245788210298805,20.0
47.053992775021776,11.425451267122707,20.0
47.053992775021776,11.605114323946614,20.0
47.053992775021776,11.784777380770516,20.0
47.053992775021776,11.96444043759442,20.0
47.053992775021776,12.32376655124223,20.0
47.053992775021776,12.503429608066135,20.0
47.053992775021776,12.683092664890035,20.0
47.053992775021776,12.862755721713944,20.0
47.053992775021776,13.042418778537847,20.0
47.053992775021776,13.22208183536175,20.0
47.053992775021776,13.401744892185654,20.0
47.053992775021776,13.581407949009561,20.0
47.053992775021776,13.761071005833463,40.0
47.053992775021776,13.940734062657368,40.0
47.053992775021776,14.120397119481273,60.0
47.053992775021776,14.300060176305175,60.0
47.053992775021776,14.479723233129079,60.0
47.053992775021776,14.659386289952984,60.0
47.053992775021776,14.839049346776891,60.0
47.053992775021776,15.018712403600793,80.0
47.053992775021776,15.1983754604247,80.0
47.053992775021776,15.3780385172486,100.0
47.053992775021776,15.557701574072507,100.0
47.053992775021776,15.73736463089641,100.0
47.053992775021776,15.917027687720315,100.0
47.053992775021776,16.09669074454422,80.0
47.053992775021776,16.276353801368124,80.0
47.053992775021776,16.45601685819203,60.0
47.17663951188958,9.628820698883665,60.0
47.17663951188958,9.80848375570757,40.0
47.17663951188958,9.988146812531475,40.0
47.17663951188958,10.16780986935538,40.0
47.17663951188958,10.347472926179282,40.0
47.17663951188958,10.527135983003186,40.0
47.17663951188958,10.706799039827091,20.0
47.17663951188958,10.886462096650996,20.0
47.17663951188958,11.0661251534749,20.0
47.17663951188958,11.245788210298805,20.0
47.17663951188958,11.425451267122707,20.0
47.17663951188958,11.605114323946614,20.0
47.17663951188958,11.784777380770516,20.0
47.17663951188958,11.96444043759442,20.0
47.17663951188958,12.144103494418323,20.0
47.17663951188958,12.32376655124223,20.0
47.17663951188958,12.503429608066135,20.0
47.17663951188958,12.683092664890035,20.0
47.17663951188958,12.862755721713944,20.0
47.17663951188958,13.042418778537847,20.0
47.17663951188958,13.22208183536175,20.0
47.17663951188958,13.401744892185654,20.0
47.17663951188958,13.581407949009561,20.0
47.17663951188958,13.761071005833463,20.0
47.17663951188958,13.940734062657368,40.0
47.17663951188958,14.120397119481273,60.0
47.17663951188958,14.300060176305175,60.0
47.17663951188958,14.479723233129079,60.0
