Lat,Lon,Intensity
45.686082826729525,8.550842357940239,20.0
45.686082826729525,8.730505414764142,20.0
45.686082826729525,8.910168471588047,20.0
45.686082826729525,9.089831528411949,20.0
45.686082826729525,9.269494585235856,20.0
45.686082826729525,9.44915764205976,20.0
45.686082826729525,9.628820698883665,20.0
45.686082826729525,9.80848375570757,20.0
45.686082826729525,9.988146812531475,20.0
45.686082826729525,10.16780986935538,20.0
45.686082826729525,10.347472926179282,20.0
45.686082826729525,10.527135983003186,20.0
45.686082826729525,10.706799039827091,20.0
45.686082826729525,10.886462096650996,20.0
45.686082826729525,11.0661251534749,20.0
45.686082826729525,11.245788210298805,20.0
45.686082826729525,11.425451267122707,20.0
45.686082826729525,11.605114323946614,20.0
45.686082826729525,11.784777380770516,20.0
45.686082826729525,11.96444043759442,20.0
45.686082826729525,12.144103494418323,20.0
45.686082826729525,12.32376655124223,20.0
45.686082826729525,12.503429608066135,20.0
45.686082826729525,12.683092664890035,20.0
45.686082826729525,12.862755721713944,20.0
45.686082826729525,13.042418778537847,20.0
45.686082826729525,13.22208183536175,20.0
45.686082826729525,13.401744892185654,20.0
45.686082826729525,13.581407949009561,20.0
45.686082826729525,13.761071005833463,20.0
45.686082826729525,13.940734062657368,20.0
45.686082826729525,14.120397119481273,20.0
45.686082826729525,14.300060176305175,20.0
45.686082826729525,14.479723233129079,20.0
45.686082826729525,14.659386289952984,20.0
45.686082826729525,14.839049346776891,20.0
45.686082826729525,15.018712403600793,20.0
45.686082826729525,15.1983754604247,20.0
45.686082826729525,15.3780385172486,20.0
45.686082826729525,15.557701574072507,20.0
45.686082826729525,15.73736463089641,20.0
45.686082826729525,15.917027687720315,20.0
45.686082826729525,16.09669074454422,20.0
45.686082826729525,16.276353801368124,20.0
45.686082826729525,16.45601685819203,20.0
45.686082826729525,16.635679915015928,20.0
45.686082826729525,16.815342971839836,20.0
45.686082826729525,16.99500602866374,20.0
45.686082826729525,17.174669085487643,20.0
45.686082826729525,17.354332142311552,20.0
45.686082826729525,17.533995199135457,20.0
45.686082826729525,17.71365825595936,20.0
45.686082826729525,17.893321312783264,20.0
45.686082826729525,18.072984369607166,20.0
45.81186364106527,8.550842357940239,20.0
45.81186364106527,8.730505414764142,20.0
45.81186364106527,8.910168471588047,20.0
45.81186364106527,9.089831528411949,20.0
45.81186364106527,9.269494585235856,20.0
45.81186364106527,9.44915764205976,20.0
45.81186364106527,9.628820698883665,20.0
45.81186364106527,9.80848375570757,20.0
45.81186364106527,9.988146812531475,20.0
45.81186364106527,10.16780986935538,20.0
45.81186364106527,10.347472926179282,20.0
45.81186364106527,10.527135983003186,20.0
45.81186364106527,10.706799039827091,20.0
45.81186364106527,10.886462096650996,20.0
45.81186364106527,11.0661251534749,20.0
45.81186364106527,11.245788210298805,20.0
45.81186364106527,11.425451267122707,20.0
45.81186364106527,11.605114323946614,20.0
45.81186364106527,11.784777380770516,20.0
45.81186364106527,11.96444043759442,20.0
45.81186364106527,12.144103494418323,20.0
45.81186364106527,12.32376655124223,20.0
45.81186364106527,12.503429608066135,20.0
45.81186364106527,12.683092664890035,20.0
45.81186364106527,12.862755721713944,20.0
45.81186364106527,13.042418778537847,20.0
45.81186364106527,13.22208183536175,20.0
45.81186364106527,13.401744892185654,20.0
45.81186364106527,13.581407949009561,20.0
45.81186364106527,13.761071005833463,20.0
45.81186364106527,13.940734062657368,20.0
45.81186364106527,14.120397119481273,20.0
45.81186364106527,14.300060176305175,20.0
45.81186364106527,14.479723233129079,20.0
45.81186364106527,14.659386289952984,20.0
45.81186364106527,14.839049346776891,20.0
45.81186364106527,15.018712403600793,20.0
45.81186364106527,15.1983754604247,20.0
45.81186364106527,15.3780385172486,20.0
45.81186364106527,15.557701574072507,20.0
45.81186364106527,15.73736463089641,20.0
45.81186364106527,15.917027687720315,20.0
45.81186364106527,16.09669074454422,20.0
45.81186364106527,16.276353801368124,20.0
45.81186364106527,16.45601685819203,20.0
45.81186364106527,16.635679915015928,20.0
45.81186364106527,16.815342971839836,20.0
45.81186364106527,16.99500602866374,20.0
45.81186364106527,17.174669085487643,20.0
45.81186364106527,17.354332142311552,20.0
45.81186364106527,17.533995199135457,20.0
45.81186364106527,17.71365825595936,20.0
45.81186364106527,17.893321312783264,20.0
45.81186364106527,18.072984369607166,20.0
45.937359186332856,8.550842357940239,20.0
45.937359186332856,8.730505414764142,20.0
45.937359186332856,8.910168471588047,20.0
45.937359186332856,9.089831528411949,60.0
45.937359186332856,9.269494585235856,80.0
45.937359186332856,9.44915764205976,80.0
45.937359186332856,9.628820698883665,60.0
45.937359186332856,9.80848375570757,60.0
45.937359186332856,9.988146812531475,60.0
45.937359186332856,10.16780986935538,60.0
45.937359186332856,10.347472926179282,40.0
45.937359186332856,10.527135983003186,40.0
45.937359186332856,10.706799039827091,40.0
45.937359186332856,10.886462096650996,40.0
45.937359186332856,11.0661251534749,40.0
45.937359186332856,11.245788210298805,40.0
45.937359186332856,11.425451267122707,40.0
45.937359186332856,11.605114323946614,40.0
45.937359186332856,11.784777380770516,40.0
45.937359186332856,11.96444043759442,60.0
45.937359186332856,12.144103494418323,60.0
45.937359186332856,12.32376655124223,60.0
45.937359186332856,12.503429608066135,60.0
45.937359186332856,12.683092664890035,60.0
45.937359186332856,12.862755721713944,60.0
45.937359186332856,13.042418778537847,60.0
45.937359186332856,13.22208183536175,60.0
45.937359186332856,13.401744892185654,60.0
45.937359186332856,13.581407949009561,60.0
45.937359186332856,13.761071005833463,60.0
45.937359186332856,13.940734062657368,40.0
45.937359186332856,14.120397119481273,40.0
45.937359186332856,14.300060176305175,40.0
45.937359186332856,14.479723233129079,40.0
45.937359186332856,14.659386289952984,40.0
45.937359186332856,14.839049346776891,40.0
45.937359186332856,15.018712403600793,40.0
45.937359186332856,15.1983754604247,40.0
45.937359186332856,15.3780385172486,40.0
45.937359186332856,15.557701574072507,40.0
45.937359186332856,15.73736463089641,40.0
45.937359186332856,15.917027687720315,40.0
45.937359186332856,16.09669074454422,40.0
45.937359186332856,16.276353801368124,40.0
45.937359186332856,16.45601685819203,40.0
45.937359186332856,16.635679915015928,20.0
45.937359186332856,16.815342971839836,20.0
45.937359186332856,16.99500602866374,40.0
45.937359186332856,17.174669085487643,40.0
45.937359186332856,17.354332142311552,20.0
45.937359186332856,17.533995199135457,20.0
45.937359186332856,17.71365825595936,20.0
45.937359186332856,17.893321312783264,20.0
45.937359186332856,18.072984369607166,20.0
46.062569517387324,8.550842357940239,20.0
46.062569517387324,8.730505414764142,20.0
46.062569517387324,8.910168471588047,60.0
46.062569517387324,9.089831528411949,80.0
46.062569517387324,9.269494585235856,100.0
46.062569517387324,9.44915764205976,100.0
46.062569517387324,9.628820698883665,100.0
46.062569517387324,9.80848375570757,80.0
46.062569517387324,9.988146812531475,80.0
46.062569517387324,10.16780986935538,80.0
46.062569517387324,10.347472926179282,60.0
46.062569517387324,10.527135983003186,60.0
46.062569517387324,10.706799039827091,60.0
46.062569517387324,10.886462096650996,60.0
46.062569517387324,11.0661251534749,60.0
46.062569517387324,11.245788210298805,60.0
46.062569517387324,11.425451267122707,60.0
46.062569517387324,11.605114323946614,80.0
46.062569517387324,11.784777380770516,80.0
46.062569517387324,11.96444043759442,80.0
46.062569517387324,12.144103494418323,80.0
